benchmark,reward,walltime,commandline
benchmark://cbench-v1/adpcm,1.0,32.098429441452026,opt -elim-avail-extern -attributor -irce -speculative-execution -indvars -instcombine -loop-interchange -mem2reg -instnamer -break-crit-edges -constprop -nary-reassociate -strip-nondebug -gvn -loop-versioning-licm -sccp -coro-elide -jump-threading -pgo-memop-opt -early-cse-memssa -loop-deletion -globalsplit -coro-split -globaldce -flattencfg -mergereturn -tailcallelim -loop-idiom -partially-inline-libcalls -coro-cleanup -loop-unswitch -early-cse -globalsplit -functionattrs -rpo-functionattrs -tailcallelim -canonicalize-aliases -loop-predication -loop-versioning-licm -irce -loop-versioning-licm -constprop -partial-inliner -dce -redundant-dbg-inst-elim -forceattrs -coro-split -strip-nondebug -loop-instsimplify -flattencfg -loop-versioning -irce -memcpyopt -inferattrs -instcombine -correlated-propagation -inferattrs -sccp -mem2reg -load-store-vectorizer -loop-instsimplify -loop-idiom -speculative-execution -irce -loop-simplify -constmerge -loop-interchange -loop-idiom -rewrite-statepoints-for-gc -coro-early -loop-interchange -loop-predication -bdce -instsimplify -infer-address-spaces -loop-instsimplify -coro-elide -mldst-motion -loop-reroll -instnamer -separate-const-offset-from-gep -loop-distribute -memcpyopt -simplifycfg -strip-debug-declare -called-value-propagation -argpromotion -lower-widenable-condition -slp-vectorizer -mem2reg -add-discriminators -globalsplit -instcombine -mergeicmps -mergefunc -canonicalize-aliases -sccp -licm -lowerswitch -loop-interchange -strip-dead-prototypes -separate-const-offset-from-gep -partially-inline-libcalls -barrier -irce -globalsplit -globalsplit -dce -loop-unroll -infer-address-spaces -newgvn input.bc -o output.bc
benchmark://cbench-v1/bitcount,1.0066371681415929,32.08310890197754,opt -cross-dso-cfi -indvars -prune-eh -guard-widening -canonicalize-aliases -lcssa -loop-data-prefetch -lower-guard-intrinsic -inline -add-discriminators -alignment-from-assumptions -strip-dead-prototypes -consthoist -argpromotion -adce -globalsplit -sroa -globalopt -prune-eh -loop-versioning -irce -alignment-from-assumptions -bdce -licm -constmerge -float2int -coro-split -speculative-execution -insert-gcov-profiling -adce -rewrite-statepoints-for-gc -ee-instrument -called-value-propagation -tailcallelim -ipconstprop -lcssa -mergeicmps -coro-split -barrier -instcombine -mergereturn -redundant-dbg-inst-elim -coro-elide -loop-idiom -loop-deletion -strip-dead-prototypes -loop-load-elim -early-cse-memssa -loop-interchange -float2int -loop-unroll -coro-cleanup -loop-guard-widening -lower-widenable-condition -scalarizer -globalsplit -gvn-hoist -dce -partial-inliner -strip-debug-declare -early-cse-memssa -simplifycfg -licm -sancov -pgo-memop-opt -scalarizer -early-cse-memssa -globalsplit -pgo-memop-opt -guard-widening -canonicalize-aliases -coro-split -lower-constant-intrinsics -mem2reg -sancov -name-anon-globals -infer-address-spaces -rpo-functionattrs -canonicalize-aliases -add-discriminators -canonicalize-aliases -insert-gcov-profiling -speculative-execution -simplifycfg input.bc -o output.bc
benchmark://cbench-v1/blowfish,1.0676844783715012,32.68844747543335,opt -consthoist -constmerge -indvars -hotcoldsplit -loop-deletion -cross-dso-cfi -argpromotion -mergeicmps -loop-reroll -loweratomic -mldst-motion -constmerge -lower-guard-intrinsic -loop-reroll -loop-simplifycfg -loop-vectorize -adce -post-inline-ee-instrument -lcssa -constprop -load-store-vectorizer -barrier -constmerge -canonicalize-aliases -insert-gcov-profiling -newgvn -sancov -gvn -constprop -functionattrs -die -deadargelim -licm -rewrite-statepoints-for-gc -post-inline-ee-instrument -inject-tli-mappings -loop-vectorize -called-value-propagation -indvars -loop-unswitch -mergefunc -break-crit-edges -strip-debug-declare -gvn -pgo-memop-opt -jump-threading -insert-gcov-profiling -callsite-splitting -loop-guard-widening -indvars -loop-guard-widening -div-rem-pairs -nary-reassociate -instnamer -strip-dead-prototypes -loop-load-elim -forceattrs -libcalls-shrinkwrap -rpo-functionattrs -lower-matrix-intrinsics -partial-inliner -hotcoldsplit -strip-debug-declare -loop-interchange -indvars -sccp -instsimplify -loop-data-prefetch -irce -add-discriminators -strip-nondebug -lowerinvoke -argpromotion -guard-widening -break-crit-edges -callsite-splitting -dce -strip-nondebug -mergereturn -instcombine -loop-load-elim -loop-distribute -bdce -mergefunc -constmerge -loop-predication -separate-const-offset-from-gep -alignment-from-assumptions -libcalls-shrinkwrap -functionattrs -flattencfg -globalopt -loop-deletion -loop-simplifycfg -jump-threading -globalsplit -argpromotion -load-store-vectorizer -instcombine -indvars -partial-inliner -lower-guard-intrinsic -name-anon-globals -irce -indvars -float2int -loop-simplify -instsimplify -loop-predication -libcalls-shrinkwrap -mergereturn -libcalls-shrinkwrap -reassociate -forceattrs -lower-expect -loop-reduce -simple-loop-unswitch -gvn -strip-debug-declare -redundant-dbg-inst-elim -cross-dso-cfi -loop-guard-widening -cross-dso-cfi -called-value-propagation -reg2mem -add-discriminators -argpromotion -loop-data-prefetch -always-inline -scalarizer -loop-sink -loop-simplifycfg -mem2reg -hotcoldsplit -post-inline-ee-instrument -adce -globalsplit -lower-widenable-condition -called-value-propagation -infer-address-spaces -elim-avail-extern -consthoist -load-store-vectorizer -lowerswitch -canonicalize-aliases -called-value-propagation -deadargelim -adce -consthoist -simplifycfg -bdce -indvars -strip-nondebug -tailcallelim -early-cse -slp-vectorizer -infer-address-spaces -licm -argpromotion -sroa -loop-versioning -elim-avail-extern -loop-unroll-and-jam -loop-versioning-licm -loop-vectorize -loop-instsimplify -loop-guard-widening -always-inline -mergeicmps -inline -reassociate -simplifycfg -loop-fusion -sroa -mldst-motion -simple-loop-unswitch -bdce -mergefunc -strip-dead-prototypes -redundant-dbg-inst-elim -ipconstprop -correlated-propagation -coro-cleanup -loop-load-elim -simplifycfg -load-store-vectorizer -strip-debug-declare -rpo-functionattrs -separate-const-offset-from-gep -mergefunc -pgo-memop-opt -simple-loop-unswitch -loop-reduce -gvn -rewrite-statepoints-for-gc -barrier -adce -nary-reassociate -deadargelim -coro-split -flattencfg -loop-sink -loop-sink -memcpyopt -dse -loop-load-elim -strip-debug-declare -slp-vectorizer -loop-vectorize -sancov -aggressive-instcombine -tailcallelim -dce -hotcoldsplit -inline -partial-inliner -elim-avail-extern -argpromotion -pgo-memop-opt -coro-elide -div-rem-pairs -loop-unswitch -loop-unswitch -die -cross-dso-cfi -loop-vectorize -inject-tli-mappings -argpromotion -inferattrs -loop-versioning -instcombine -sink -inject-tli-mappings -mergereturn -alignment-from-assumptions -barrier -loweratomic -lower-widenable-condition -sccp -simplifycfg -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.14638337759725,39.24119734764099,opt -dse -post-inline-ee-instrument -loop-reduce -loop-idiom -rpo-functionattrs -memcpyopt -globalopt -consthoist -loop-vectorize -functionattrs -canonicalize-aliases -licm -inject-tli-mappings -loop-distribute -partial-inliner -barrier -strip-dead-prototypes -mldst-motion -scalarizer -die -loop-interchange -loop-unswitch -elim-avail-extern -strip -redundant-dbg-inst-elim -licm -functionattrs -mergereturn -newgvn -cross-dso-cfi -scalarizer -attributor -nary-reassociate -mem2reg -sink -loop-simplify -lower-constant-intrinsics -coro-early -irce -float2int -jump-threading -correlated-propagation -lowerinvoke -constprop -sancov -argpromotion -constmerge -loop-fusion -sroa -lower-guard-intrinsic -insert-gcov-profiling -prune-eh -strip-debug-declare -instcombine -inject-tli-mappings -prune-eh -loop-guard-widening -lower-guard-intrinsic -die -loop-unswitch -coro-cleanup -cross-dso-cfi -loweratomic -callsite-splitting -adce -simple-loop-unswitch -insert-gcov-profiling -inject-tli-mappings -loop-load-elim -ee-instrument -loop-vectorize -mldst-motion -strip -correlated-propagation -pgo-memop-opt -sroa -deadargelim -inject-tli-mappings -licm -slsr -loweratomic -aggressive-instcombine -loop-simplifycfg -loop-distribute -dse -guard-widening -loop-reroll -reassociate -gvn-hoist -loop-guard-widening -hotcoldsplit -argpromotion -lower-expect -load-store-vectorizer -loop-reroll -newgvn -partially-inline-libcalls -consthoist -loop-guard-widening -globaldce -sink -partially-inline-libcalls -cross-dso-cfi -instsimplify -loop-distribute -separate-const-offset-from-gep -loop-versioning-licm -flattencfg -name-anon-globals -loop-deletion -sccp -loop-unswitch -instnamer -rewrite-statepoints-for-gc -forceattrs -sroa -insert-gcov-profiling -loop-interchange -guard-widening -loop-vectorize -reg2mem -globalsplit -deadargelim -loop-idiom -constprop -coro-early -partially-inline-libcalls -strip-nondebug -loop-interchange -infer-address-spaces -strip-debug-declare -loop-sink -loop-unroll-and-jam -jump-threading -newgvn -sroa -irce -instnamer -simplifycfg -early-cse -inject-tli-mappings -aggressive-instcombine -cross-dso-cfi -reassociate input.bc -o output.bc
benchmark://cbench-v1/crc32,1.0,31.927982568740845,opt -loop-reduce -rewrite-statepoints-for-gc -loop-versioning-licm -rewrite-statepoints-for-gc -loop-data-prefetch -lower-widenable-condition -loop-vectorize -cross-dso-cfi -redundant-dbg-inst-elim -globaldce -lcssa -hotcoldsplit -constprop -globalopt -prune-eh -lcssa -loop-fusion -partially-inline-libcalls -inferattrs -div-rem-pairs -ee-instrument -licm -mem2reg -loop-guard-widening -mldst-motion -reg2mem -forceattrs -loop-interchange -strip-nondebug -scalarizer -lower-widenable-condition -loop-distribute -speculative-execution -loop-predication -infer-address-spaces -dse -dse -jump-threading -rewrite-statepoints-for-gc -sroa -loop-guard-widening -instcombine -indvars -partial-inliner -ipconstprop -inferattrs -aggressive-instcombine -indvars -loop-deletion -elim-avail-extern -name-anon-globals -loop-data-prefetch -loop-vectorize -simple-loop-unswitch -gvn -redundant-dbg-inst-elim -licm -newgvn -redundant-dbg-inst-elim -loop-guard-widening -loop-distribute -always-inline -callsite-splitting -lowerinvoke -ipsccp -constmerge -flattencfg -insert-gcov-profiling -memcpyopt -inject-tli-mappings -newgvn -cross-dso-cfi -libcalls-shrinkwrap -die -inferattrs -ee-instrument -instsimplify -loweratomic -inferattrs -licm -scalarizer -partial-inliner -loop-data-prefetch -early-cse-memssa -simplifycfg input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.9795918367346939,31.979498386383057,opt -loop-versioning -loop-simplifycfg -slp-vectorizer -alignment-from-assumptions -strip-debug-declare -gvn -separate-const-offset-from-gep -sancov -lower-matrix-intrinsics -loop-fusion -loop-unroll -lower-constant-intrinsics -loop-predication -memcpyopt -slsr -coro-cleanup -instnamer -loop-reroll -globalsplit -load-store-vectorizer -load-store-vectorizer -scalarizer -barrier -inferattrs -globalsplit -mergeicmps -loop-simplify -break-crit-edges -partial-inliner -mldst-motion -loop-versioning -reg2mem -instsimplify -loop-fusion -loop-unswitch -simple-loop-unswitch -argpromotion -inject-tli-mappings -sccp -lower-widenable-condition -redundant-dbg-inst-elim -nary-reassociate -partially-inline-libcalls -partially-inline-libcalls -ipconstprop -canonicalize-aliases -loop-instsimplify -coro-elide -partial-inliner -mem2reg -lower-expect -licm -div-rem-pairs -memcpyopt -pgo-memop-opt -name-anon-globals -redundant-dbg-inst-elim -lowerswitch -ipconstprop -hotcoldsplit -bdce -insert-gcov-profiling -ee-instrument -globalopt -lcssa -constmerge -globalsplit -loop-reroll -licm -lower-expect -loop-deletion -flattencfg -lcssa -loop-simplifycfg -rewrite-statepoints-for-gc -partially-inline-libcalls -globalsplit -name-anon-globals -lower-expect -sancov -loop-sink -inferattrs -gvn -loop-reduce -speculative-execution -loop-interchange -name-anon-globals -instsimplify -loop-versioning -sancov -post-inline-ee-instrument -loop-unswitch -adce -loop-data-prefetch -sancov -add-discriminators -callsite-splitting -gvn -loop-load-elim -mem2reg -nary-reassociate -strip-debug-declare -loop-guard-widening -rewrite-statepoints-for-gc -libcalls-shrinkwrap -sancov -flattencfg -strip-nondebug -rpo-functionattrs -gvn-hoist -lowerswitch -coro-split -loop-versioning-licm -tailcallelim -functionattrs -memcpyopt -loop-unroll-and-jam -sancov -globaldce -lower-guard-intrinsic -infer-address-spaces -argpromotion -mem2reg -gvn-hoist -redundant-dbg-inst-elim -loop-versioning-licm -sroa -inject-tli-mappings -mergefunc -speculative-execution -loop-versioning -ipsccp -flattencfg -ee-instrument -loop-guard-widening -loop-unswitch -name-anon-globals -strip-debug-declare -separate-const-offset-from-gep -loweratomic -guard-widening -loop-sink -loop-load-elim -constprop -loop-vectorize -load-store-vectorizer -jump-threading -loweratomic -globalopt -indvars -sink -loop-idiom -loop-simplifycfg -callsite-splitting -insert-gcov-profiling -loop-unroll-and-jam -always-inline -aggressive-instcombine -mem2reg -strip -loop-sink -loop-unroll -loop-unroll-and-jam -simplifycfg -lower-widenable-condition -barrier -dce -loop-guard-widening -instcombine -speculative-execution -inject-tli-mappings -loop-simplify -lower-matrix-intrinsics -prune-eh -lowerinvoke -constprop -coro-early -barrier -callsite-splitting -loop-versioning -pgo-memop-opt -licm -gvn-hoist -strip-debug-declare -coro-cleanup -ee-instrument -flattencfg -simple-loop-unswitch -redundant-dbg-inst-elim -loop-instsimplify -mergeicmps -partially-inline-libcalls -memcpyopt -slp-vectorizer -lowerswitch -instnamer -globaldce -loop-predication -coro-split -inferattrs -globalsplit -instnamer -load-store-vectorizer -canonicalize-aliases -elim-avail-extern -barrier -rewrite-statepoints-for-gc -loop-distribute -attributor -strip-debug-declare -dse -insert-gcov-profiling -loop-versioning -lcssa -sroa -loop-versioning-licm -argpromotion -irce -inferattrs -callsite-splitting -infer-address-spaces -float2int -separate-const-offset-from-gep -speculative-execution -load-store-vectorizer -correlated-propagation -reassociate -gvn-hoist -mergereturn -loop-versioning -loop-idiom -coro-elide -irce -globalsplit -libcalls-shrinkwrap -lower-guard-intrinsic -globalsplit -loop-versioning -memcpyopt -loop-load-elim -simplifycfg -jump-threading -load-store-vectorizer -nary-reassociate -attributor -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.9772228584416609,223.591383934021,opt -ee-instrument -ipsccp -instnamer -infer-address-spaces -mem2reg -inferattrs -ipsccp -aggressive-instcombine -loop-reroll -lower-widenable-condition -loop-predication -functionattrs -prune-eh -instsimplify -strip-nondebug -die -flattencfg -always-inline -lowerswitch -barrier -loop-vectorize -guard-widening -globalsplit -canonicalize-aliases -indvars -loop-reroll -licm -coro-cleanup -coro-early -loop-simplify -loop-vectorize -barrier -instcombine -loop-unroll -guard-widening -loop-distribute -sancov -callsite-splitting -loop-simplify -name-anon-globals -forceattrs -loop-versioning-licm -licm -early-cse -loop-unroll-and-jam -slp-vectorizer -loop-unroll -speculative-execution -strip -speculative-execution -aggressive-instcombine -simplifycfg -strip -bdce -aggressive-instcombine -jump-threading -jump-threading -rewrite-statepoints-for-gc -correlated-propagation -called-value-propagation -elim-avail-extern -mldst-motion -loop-unroll -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/gsm,1.0551543824701197,33.08603644371033,opt -rpo-functionattrs -memcpyopt -coro-cleanup -div-rem-pairs -strip -instcombine -loop-versioning-licm -loop-guard-widening -strip-debug-declare -loop-deletion -functionattrs -partial-inliner -div-rem-pairs -indvars -rewrite-statepoints-for-gc -alignment-from-assumptions -newgvn -coro-split -mem2reg -lcssa -strip-dead-prototypes -flattencfg -mem2reg -constmerge -reassociate -loop-guard-widening -simple-loop-unswitch -indvars -argpromotion -sroa -infer-address-spaces -correlated-propagation -infer-address-spaces -alignment-from-assumptions -ipconstprop -prune-eh -infer-address-spaces -separate-const-offset-from-gep -partial-inliner -cross-dso-cfi -scalarizer -globalopt -sccp -loop-fusion -newgvn -redundant-dbg-inst-elim -sancov -adce -dce -loop-reroll -called-value-propagation -scalarizer -strip -slp-vectorizer -alignment-from-assumptions -irce -constprop -alignment-from-assumptions -globalopt -loop-data-prefetch -libcalls-shrinkwrap -lower-expect -instsimplify -float2int -lcssa -lower-matrix-intrinsics -loop-load-elim -break-crit-edges -coro-elide -jump-threading -instsimplify -coro-cleanup -sroa -correlated-propagation -memcpyopt -loop-distribute -loop-unswitch -load-store-vectorizer -loop-unroll-and-jam -mergeicmps -globalsplit -newgvn -redundant-dbg-inst-elim -lower-widenable-condition -separate-const-offset-from-gep -callsite-splitting -adce -indvars -mergeicmps -loop-predication -loop-simplify -rpo-functionattrs -break-crit-edges -loop-guard-widening -sccp -coro-elide -newgvn -newgvn -globaldce -sink -adce -constprop -mldst-motion -functionattrs -callsite-splitting -dse -pgo-memop-opt -instcombine -loop-instsimplify -slsr -sroa -ipconstprop -loop-data-prefetch -early-cse-memssa -slsr -constprop -div-rem-pairs -loop-data-prefetch -prune-eh -rewrite-statepoints-for-gc -coro-elide -dse -post-inline-ee-instrument -loop-versioning -reassociate -insert-gcov-profiling -load-store-vectorizer -loop-rotate -attributor -lower-constant-intrinsics -sroa -div-rem-pairs -loweratomic -functionattrs -coro-early -loop-idiom -simplifycfg -mergefunc -rpo-functionattrs -mergeicmps -inferattrs -cross-dso-cfi -adce -canonicalize-aliases -always-inline -pgo-memop-opt -elim-avail-extern input.bc -o output.bc
benchmark://cbench-v1/ispell,0.9860661505981703,34.168569564819336,opt -loop-interchange -loop-simplifycfg -instsimplify -dce -sccp -mergeicmps -name-anon-globals -add-discriminators -add-discriminators -coro-elide -mergefunc -separate-const-offset-from-gep -ipconstprop -loop-idiom -elim-avail-extern -speculative-execution -post-inline-ee-instrument -simplifycfg -loop-deletion -lcssa -strip -add-discriminators -loop-versioning-licm -mldst-motion -mergereturn -coro-cleanup -sink -mldst-motion -redundant-dbg-inst-elim -lowerinvoke -correlated-propagation -loop-guard-widening -loop-guard-widening -ee-instrument -jump-threading -cross-dso-cfi -simple-loop-unswitch -sroa -adce -lowerinvoke -lower-guard-intrinsic -deadargelim -ipconstprop -always-inline -dce -loop-simplifycfg -mem2reg -always-inline -forceattrs -lower-constant-intrinsics -inferattrs -loop-predication -attributor -early-cse -cross-dso-cfi -mergefunc -barrier -ee-instrument -coro-split -float2int -loop-interchange -simplifycfg -insert-gcov-profiling -always-inline -loop-unroll -loop-idiom -functionattrs -inject-tli-mappings -mem2reg -globalsplit -inferattrs -globalopt -attributor -name-anon-globals -newgvn -canonicalize-aliases -redundant-dbg-inst-elim -add-discriminators -load-store-vectorizer -coro-elide -gvn-hoist -indvars -ipconstprop -inject-tli-mappings -lcssa -tailcallelim -post-inline-ee-instrument -alignment-from-assumptions -attributor -loweratomic -loop-distribute -redundant-dbg-inst-elim -inject-tli-mappings -loop-vectorize -instcombine input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,1.0188486220045259,76.84498500823975,opt -separate-const-offset-from-gep -loop-unswitch -functionattrs -die -hotcoldsplit -loop-data-prefetch -licm -deadargelim -mem2reg -forceattrs -coro-early -lower-constant-intrinsics -loop-load-elim -memcpyopt -functionattrs -lower-guard-intrinsic -coro-cleanup -sroa -guard-widening -loop-vectorize -redundant-dbg-inst-elim -sccp -instcombine -strip-nondebug -indvars -bdce -instnamer -gvn-hoist -lowerswitch -instsimplify -early-cse-memssa -jump-threading -lowerswitch -coro-elide -simplifycfg input.bc -o output.bc
