BenchmarkName,State,NextState,Action,CommandLine,Reward
benchmark://poj104-v0/28_982,1800766.0 1317394.0 0.64 1600165.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24685.0 99941.0 23481.0 687726.0 12835.0 7430.0 424000.0 327749.0 8648.0 8648.0 327803.0 972.0 4998.0 119.0 20.0,1800766.0 1317394.0 0.64 1600165.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24685.0 99941.0 23481.0 687726.0 12835.0 7430.0 424000.0 327749.0 8648.0 8648.0 327803.0 972.0 4998.0 119.0 20.0,-loop-unroll-and-jam,opt -indvars -instnamer -loop-unswitch -reg2mem -sancov -mergefunc -bdce -loop-unroll-and-jam input.bc -o output.bc,0.0
benchmark://poj104-v0/28_982,1800766.0 1317394.0 0.64 1600165.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24685.0 99941.0 23481.0 687726.0 12835.0 7430.0 424000.0 327749.0 8648.0 8648.0 327803.0 972.0 4998.0 119.0 20.0,1800766.0 1317394.0 0.64 1600165.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24685.0 99941.0 23481.0 687726.0 12835.0 7430.0 424000.0 327749.0 8648.0 8648.0 327803.0 972.0 4998.0 119.0 20.0,-ipsccp,opt -indvars -instnamer -loop-unswitch -reg2mem -sancov -mergefunc -bdce -constprop -ipsccp input.bc -o output.bc,0.0
benchmark://poj104-v0/28_982,1800766.0 1317394.0 0.64 1600165.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24685.0 99941.0 23481.0 687726.0 12835.0 7430.0 424000.0 327749.0 8648.0 8648.0 327803.0 972.0 4998.0 119.0 20.0,1800766.0 1317394.0 0.64 1600165.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24685.0 99941.0 23481.0 687726.0 12835.0 7430.0 424000.0 327749.0 8648.0 8648.0 327803.0 972.0 4998.0 119.0 20.0,-inline,opt -indvars -instnamer -loop-unswitch -reg2mem -sancov -mergefunc -bdce -constprop -inline input.bc -o output.bc,0.0
benchmark://poj104-v0/28_982,1800766.0 1317394.0 0.64 1600165.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24685.0 99941.0 23481.0 687726.0 12835.0 7430.0 424000.0 327749.0 8648.0 8648.0 327803.0 972.0 4998.0 119.0 20.0,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,-loop-simplify,opt -loop-simplify input.bc -o output.bc,0.0
benchmark://poj104-v0/28_982,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,-separate-const-offset-from-gep,opt -separate-const-offset-from-gep input.bc -o output.bc,0.0
benchmark://poj104-v0/28_982,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,-reassociate,opt -loop-simplify -reassociate input.bc -o output.bc,0.0
benchmark://poj104-v0/28_982,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,-memcpyopt,opt -loop-simplify -memcpyopt input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,1797911.0 1100111.0 0.54 1603368.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 24948.0 109145.0 17715.0 687859.0 6095.0 7356.0 419016.0 327247.0 8802.0 8802.0 327301.0 1029.0 4912.0 119.0 18.0,2329295.0 1472415.0 0.69 1608017.0 0.0 0.0 0.0 0.73 0.0 0.0 0.0 61.0 61.0 25620.0 113461.0 23566.0 691048.0 13289.0 7912.0 422909.0 328261.0 8865.0 8865.0 328315.0 1248.0 4964.0 117.0 25.0,-simple-loop-unswitch,opt -indvars -nary-reassociate -instsimplify -div-rem-pairs -loop-distribute -coro-split -strip -tailcallelim -reg2mem -inline -pgo-memop-opt -loop-sink -called-value-propagation -lcssa -irce -adce -coro-elide -sink -die -simplifycfg -lowerswitch -post-inline-ee-instrument -slp-vectorizer -sroa -strip-nondebug -lower-guard-intrinsic -ipconstprop -constprop -lower-widenable-condition -simple-loop-unswitch input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,2329295.0 1472415.0 0.69 1608017.0 0.0 0.0 0.0 0.73 0.0 0.0 0.0 61.0 61.0 25620.0 113461.0 23566.0 691048.0 13289.0 7912.0 422909.0 328261.0 8865.0 8865.0 328315.0 1248.0 4964.0 117.0 25.0,2329295.0 1472415.0 0.69 1608017.0 0.0 0.0 0.0 0.73 0.0 0.0 0.0 61.0 61.0 25620.0 113461.0 23566.0 691048.0 13289.0 7912.0 422909.0 328261.0 8865.0 8865.0 328315.0 1248.0 4964.0 117.0 25.0,-aggressive-instcombine,opt -indvars -nary-reassociate -instsimplify -div-rem-pairs -loop-distribute -coro-split -strip -tailcallelim -reg2mem -inline -pgo-memop-opt -loop-sink -called-value-propagation -lcssa -irce -adce -coro-elide -sink -die -simplifycfg -lowerswitch -post-inline-ee-instrument -slp-vectorizer -sroa -strip-nondebug -lower-guard-intrinsic -ipconstprop -constprop -lower-widenable-condition -aggressive-instcombine input.bc -o output.bc,0.0
benchmark://poj104-v0/93_1559,2329295.0 1472415.0 0.69 1608017.0 0.0 0.0 0.0 0.73 0.0 0.0 0.0 61.0 61.0 25620.0 113461.0 23566.0 691048.0 13289.0 7912.0 422909.0 328261.0 8865.0 8865.0 328315.0 1248.0 4964.0 117.0 25.0,2329295.0 1472415.0 0.69 1608017.0 0.0 0.0 0.0 0.73 0.0 0.0 0.0 61.0 61.0 25620.0 113461.0 23566.0 691048.0 13289.0 7912.0 422909.0 328261.0 8865.0 8865.0 328315.0 1248.0 4964.0 117.0 25.0,-loop-data-prefetch,opt -indvars -nary-reassociate -instsimplify -div-rem-pairs -loop-distribute -coro-split -strip -tailcallelim -reg2mem -inline -pgo-memop-opt -loop-sink -called-value-propagation -lcssa -irce -adce -coro-elide -sink -die -simplifycfg -lowerswitch -post-inline-ee-instrument -slp-vectorizer -sroa -strip-nondebug -lower-guard-intrinsic -ipconstprop -constprop -lower-widenable-condition -simple-loop-unswitch -loop-data-prefetch input.bc -o output.bc,0.0
