BenchmarkName, PrevState, State, Action, PrevActions, Reward
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-loop-instsimplify,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-always-inline,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-loop-reduce,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-simplifycfg,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce -simplifycfg input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-barrier,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce -simplifycfg -barrier input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-sccp,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce -simplifycfg -barrier -sccp input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-tailcallelim,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce -simplifycfg -barrier -sccp -tailcallelim input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-memcpyopt,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce -simplifycfg -barrier -sccp -tailcallelim -memcpyopt input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-lower-widenable-condition,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce -simplifycfg -barrier -sccp -tailcallelim -memcpyopt -lower-widenable-condition input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,2176256.0 1349203.0 0.67 1742740.0 0.0 0.0 0.0 0.59 0.0 0.0 0.0 61.0 61.0 26503.0 114549.0 19795.0 771729.0 7487.0 7897.0 445879.0 359951.0 9275.0 9275.0 360005.0 1036.0 5069.0 128.0 23.0,-cross-dso-cfi,opt -break-crit-edges -inject-tli-mappings -ee-instrument -loop-reroll -ipsccp -strip-nondebug -insert-gcov-profiling -globaldce -float2int -barrier -alignment-from-assumptions -coro-elide -sink -loweratomic -inferattrs -reg2mem -newgvn -loop-deletion -infer-address-spaces -constmerge -cross-dso-cfi -strip-debug-declare -loop-versioning -loop-instsimplify -always-inline -loop-reduce -simplifycfg -barrier -sccp -tailcallelim -memcpyopt -lower-widenable-condition -loop-versioning -cross-dso-cfi input.bc -o output.bc,0.0
