BenchmarkName, PrevState, State, Action, PrevActions, Reward
benchmark://poj104-small-v0/1_17,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,-lower-widenable-condition,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,-div-rem-pairs,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,-licm,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,-die,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm -die input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1783233.0 1134780.0 0.54 1746701.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 23769.0 106939.0 16783.0 772936.0 4818.0 7678.0 451907.0 359896.0 9394.0 9394.0 359950.0 1013.0 5269.0 122.0 24.0,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,-instnamer,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm -die -instnamer input.bc -o output.bc,-0.19911980094581022
benchmark://poj104-small-v0/1_17,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,-alignment-from-assumptions,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm -die -instnamer -alignment-from-assumptions input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,-loop-guard-widening,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm -die -instnamer -alignment-from-assumptions -loop-guard-widening input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,-scalarizer,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm -die -instnamer -alignment-from-assumptions -loop-guard-widening -scalarizer input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,-loop-interchange,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm -die -instnamer -alignment-from-assumptions -loop-guard-widening -scalarizer -loop-interchange input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,2138310.0 1261822.0 0.63 1752505.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 61.0 61.0 22841.0 107268.0 16433.0 762752.0 5228.0 7157.0 440037.0 358896.0 9247.0 9247.0 358950.0 1013.0 5156.0 124.0 19.0,-constprop,opt -lower-guard-intrinsic -always-inline -instsimplify -mergeicmps -sroa -forceattrs -load-store-vectorizer -loop-vectorize -redundant-dbg-inst-elim -newgvn -ipsccp -ipconstprop -called-value-propagation -inline -lower-widenable-condition -div-rem-pairs -licm -die -instnamer -alignment-from-assumptions -loop-guard-widening -scalarizer -loop-interchange -inline -constprop input.bc -o output.bc,0.0
