BenchmarkName,State,NextState,Action,CommandLine,Reward
benchmark://poj104-small-v0/1_17,2196110.0 1230643.0 0.64 1752710.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 23517.0 103917.0 17144.0 768244.0 5378.0 7636.0 438452.0 359846.0 8652.0 8652.0 359900.0 1150.0 5014.0 123.0 21.0,2196110.0 1230643.0 0.64 1752710.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 23517.0 103917.0 17144.0 768244.0 5378.0 7636.0 438452.0 359846.0 8652.0 8652.0 359900.0 1150.0 5014.0 123.0 21.0,-loop-unroll-and-jam,opt -irce -sink -loop-vectorize -loop-unroll -partial-inliner -loop-fusion -sccp -lower-guard-intrinsic -lcssa -loop-distribute -loweratomic -globalsplit -nary-reassociate -loop-unroll-and-jam -speculative-execution -coro-elide -strip -partially-inline-libcalls -loop-reduce -pgo-memop-opt -reg2mem -ipsccp -alignment-from-assumptions -loop-rotate -strip-debug-declare -dse -inline -inferattrs -loop-predication -separate-const-offset-from-gep -loop-unroll-and-jam input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2196110.0 1230643.0 0.64 1752710.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 23517.0 103917.0 17144.0 768244.0 5378.0 7636.0 438452.0 359846.0 8652.0 8652.0 359900.0 1150.0 5014.0 123.0 21.0,2196110.0 1230643.0 0.64 1752710.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 23517.0 103917.0 17144.0 768244.0 5378.0 7636.0 438452.0 359846.0 8652.0 8652.0 359900.0 1150.0 5014.0 123.0 21.0,-lower-expect,opt -irce -sink -loop-vectorize -loop-unroll -partial-inliner -loop-fusion -sccp -lower-guard-intrinsic -lcssa -loop-distribute -loweratomic -globalsplit -nary-reassociate -loop-unroll-and-jam -speculative-execution -coro-elide -strip -partially-inline-libcalls -loop-reduce -pgo-memop-opt -reg2mem -ipsccp -alignment-from-assumptions -loop-rotate -strip-debug-declare -dse -inline -inferattrs -loop-predication -separate-const-offset-from-gep -loop-unroll-and-jam -lower-expect input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2196110.0 1230643.0 0.64 1752710.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 23517.0 103917.0 17144.0 768244.0 5378.0 7636.0 438452.0 359846.0 8652.0 8652.0 359900.0 1150.0 5014.0 123.0 21.0,2196110.0 1230643.0 0.64 1752710.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 23517.0 103917.0 17144.0 768244.0 5378.0 7636.0 438452.0 359846.0 8652.0 8652.0 359900.0 1150.0 5014.0 123.0 21.0,-bdce,opt -irce -sink -loop-vectorize -loop-unroll -partial-inliner -loop-fusion -sccp -lower-guard-intrinsic -lcssa -loop-distribute -loweratomic -globalsplit -nary-reassociate -loop-unroll-and-jam -speculative-execution -coro-elide -strip -partially-inline-libcalls -loop-reduce -pgo-memop-opt -reg2mem -ipsccp -alignment-from-assumptions -loop-rotate -strip-debug-declare -dse -inline -inferattrs -loop-predication -separate-const-offset-from-gep -loop-unroll-and-jam -lower-expect -bdce input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2196110.0 1230643.0 0.64 1752710.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 23517.0 103917.0 17144.0 768244.0 5378.0 7636.0 438452.0 359846.0 8652.0 8652.0 359900.0 1150.0 5014.0 123.0 21.0,1907761.0 1086511.0 0.56 1751079.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 24071.0 96219.0 15938.0 758245.0 3702.0 7229.0 423990.0 359255.0 9361.0 9361.0 359309.0 1213.0 5102.0 121.0 17.0,-ipconstprop,opt -sink -loop-sink -loop-idiom -jump-threading -strip-dead-prototypes -lcssa -loweratomic -loop-predication -lowerinvoke -cross-dso-cfi -mergefunc -aggressive-instcombine -bdce -strip-nondebug -loop-vectorize -separate-const-offset-from-gep -indvars -globaldce -simple-loop-unswitch -alignment-from-assumptions -ipconstprop input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1907761.0 1086511.0 0.56 1751079.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 24071.0 96219.0 15938.0 758245.0 3702.0 7229.0 423990.0 359255.0 9361.0 9361.0 359309.0 1213.0 5102.0 121.0 17.0,1907761.0 1086511.0 0.56 1751079.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 24071.0 96219.0 15938.0 758245.0 3702.0 7229.0 423990.0 359255.0 9361.0 9361.0 359309.0 1213.0 5102.0 121.0 17.0,-globaldce,opt -sink -loop-sink -loop-idiom -jump-threading -strip-dead-prototypes -lcssa -loweratomic -loop-predication -lowerinvoke -cross-dso-cfi -mergefunc -aggressive-instcombine -bdce -strip-nondebug -loop-vectorize -separate-const-offset-from-gep -indvars -globaldce -simple-loop-unswitch -alignment-from-assumptions -ipconstprop -globaldce input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1907761.0 1086511.0 0.56 1751079.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 24071.0 96219.0 15938.0 758245.0 3702.0 7229.0 423990.0 359255.0 9361.0 9361.0 359309.0 1213.0 5102.0 121.0 17.0,1907761.0 1086511.0 0.56 1751079.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 24071.0 96219.0 15938.0 758245.0 3702.0 7229.0 423990.0 359255.0 9361.0 9361.0 359309.0 1213.0 5102.0 121.0 17.0,-scalarizer,opt -sink -loop-sink -loop-idiom -jump-threading -strip-dead-prototypes -lcssa -loweratomic -loop-predication -lowerinvoke -cross-dso-cfi -mergefunc -aggressive-instcombine -bdce -strip-nondebug -loop-vectorize -separate-const-offset-from-gep -indvars -globaldce -simple-loop-unswitch -alignment-from-assumptions -ipconstprop -globaldce -scalarizer input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,1907761.0 1086511.0 0.56 1751079.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 24071.0 96219.0 15938.0 758245.0 3702.0 7229.0 423990.0 359255.0 9361.0 9361.0 359309.0 1213.0 5102.0 121.0 17.0,2002853.0 1189663.0 0.62 1752484.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 24012.0 98698.0 23274.0 767559.0 12937.0 8085.0 449264.0 358689.0 8417.0 8417.0 358743.0 1234.0 5201.0 124.0 32.0,-globalopt,opt -sink -loop-sink -loop-idiom -jump-threading -strip-dead-prototypes -lcssa -loweratomic -loop-predication -lowerinvoke -cross-dso-cfi -mergefunc -aggressive-instcombine -bdce -strip-nondebug -loop-vectorize -separate-const-offset-from-gep -indvars -globaldce -simple-loop-unswitch -alignment-from-assumptions -ipconstprop -globaldce -scalarizer -globalopt input.bc -o output.bc,-0.04984481808780031
benchmark://poj104-small-v0/1_79,2002853.0 1189663.0 0.62 1752484.0 0.0 0.0 0.0 0.64 0.0 0.0 0.0 61.0 61.0 24012.0 98698.0 23274.0 767559.0 12937.0 8085.0 449264.0 358689.0 8417.0 8417.0 358743.0 1234.0 5201.0 124.0 32.0,2072001.0 1253053.0 0.69 1767542.0 0.0 0.0 0.0 0.71 0.0 0.0 0.0 61.0 61.0 25998.0 97603.0 17264.0 773602.0 5510.0 7543.0 417807.0 362627.0 7843.0 7843.0 362681.0 1210.0 5220.0 125.0 19.0,-strip-nondebug,opt -inferattrs -sink -insert-gcov-profiling -newgvn -licm -memcpyopt -strip-dead-prototypes -coro-elide -instnamer -mem2reg -inline -coro-early -name-anon-globals -lcssa -sancov -tailcallelim -alignment-from-assumptions -functionattrs -gvn-hoist -redundant-dbg-inst-elim -pgo-memop-opt -partial-inliner -jump-threading -strip-nondebug input.bc -o output.bc,-0.0026222041999785155
benchmark://poj104-small-v0/1_79,2072001.0 1253053.0 0.69 1767542.0 0.0 0.0 0.0 0.71 0.0 0.0 0.0 61.0 61.0 25998.0 97603.0 17264.0 773602.0 5510.0 7543.0 417807.0 362627.0 7843.0 7843.0 362681.0 1210.0 5220.0 125.0 19.0,2072001.0 1253053.0 0.69 1767542.0 0.0 0.0 0.0 0.71 0.0 0.0 0.0 61.0 61.0 25998.0 97603.0 17264.0 773602.0 5510.0 7543.0 417807.0 362627.0 7843.0 7843.0 362681.0 1210.0 5220.0 125.0 19.0,-tailcallelim,opt -inferattrs -sink -insert-gcov-profiling -newgvn -licm -memcpyopt -strip-dead-prototypes -coro-elide -instnamer -mem2reg -inline -coro-early -name-anon-globals -lcssa -sancov -tailcallelim -alignment-from-assumptions -functionattrs -gvn-hoist -redundant-dbg-inst-elim -pgo-memop-opt -partial-inliner -jump-threading -strip-nondebug -tailcallelim input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_79,2072001.0 1253053.0 0.69 1767542.0 0.0 0.0 0.0 0.71 0.0 0.0 0.0 61.0 61.0 25998.0 97603.0 17264.0 773602.0 5510.0 7543.0 417807.0 362627.0 7843.0 7843.0 362681.0 1210.0 5220.0 125.0 19.0,1987827.0 1230292.0 0.62 1769275.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 61.0 61.0 24059.0 94690.0 16320.0 761677.0 4990.0 7290.0 405429.0 363752.0 9610.0 9610.0 363806.0 1155.0 5051.0 124.0 16.0,-reg2mem,opt -inferattrs -sink -insert-gcov-profiling -newgvn -licm -memcpyopt -strip-dead-prototypes -coro-elide -instnamer -mem2reg -inline -coro-early -name-anon-globals -lcssa -sancov -tailcallelim -alignment-from-assumptions -functionattrs -gvn-hoist -redundant-dbg-inst-elim -pgo-memop-opt -partial-inliner -jump-threading -strip-nondebug -tailcallelim -reg2mem input.bc -o output.bc,0.04062449776809953
benchmark://poj104-small-v0/1_79,1987827.0 1230292.0 0.62 1769275.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 61.0 61.0 24059.0 94690.0 16320.0 761677.0 4990.0 7290.0 405429.0 363752.0 9610.0 9610.0 363806.0 1155.0 5051.0 124.0 16.0,2065863.0 925790.0 0.54 1771067.0 0.0 0.0 0.0 0.62 0.0 0.0 0.0 61.0 61.0 25987.0 117717.0 23390.0 771419.0 13041.0 7367.0 426389.0 363977.0 9524.0 9524.0 364031.0 1260.0 5273.0 132.0 91.0,-instnamer,opt -inferattrs -sink -insert-gcov-profiling -newgvn -licm -memcpyopt -strip-dead-prototypes -coro-elide -instnamer -mem2reg -inline -coro-early -name-anon-globals -lcssa -sancov -tailcallelim -alignment-from-assumptions -functionattrs -gvn-hoist -redundant-dbg-inst-elim -pgo-memop-opt -partial-inliner -jump-threading -strip-nondebug -tailcallelim -reg2mem -instnamer input.bc -o output.bc,-0.039256937349175756
benchmark://poj104-small-v0/1_79,2065863.0 925790.0 0.54 1771067.0 0.0 0.0 0.0 0.62 0.0 0.0 0.0 61.0 61.0 25987.0 117717.0 23390.0 771419.0 13041.0 7367.0 426389.0 363977.0 9524.0 9524.0 364031.0 1260.0 5273.0 132.0 91.0,2095856.0 1265403.0 0.66 1762388.0 0.0 0.0 0.0 0.75 0.0 0.0 0.0 61.0 61.0 27475.0 97645.0 17883.0 775089.0 5777.0 7968.0 427837.0 362063.0 8170.0 8170.0 362117.0 1283.0 5009.0 128.0 39.0,-coro-elide,opt -newgvn -rewrite-statepoints-for-gc -sccp -partial-inliner -instsimplify -name-anon-globals -called-value-propagation -inline -coro-elide input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_79,2095856.0 1265403.0 0.66 1762388.0 0.0 0.0 0.0 0.75 0.0 0.0 0.0 61.0 61.0 27475.0 97645.0 17883.0 775089.0 5777.0 7968.0 427837.0 362063.0 8170.0 8170.0 362117.0 1283.0 5009.0 128.0 39.0,2233092.0 1283083.0 0.63 1766859.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26397.0 96816.0 16903.0 775662.0 5069.0 7508.0 423369.0 362350.0 8133.0 8133.0 362404.0 1266.0 5396.0 125.0 20.0,-loop-unswitch,opt -newgvn -rewrite-statepoints-for-gc -sccp -partial-inliner -instsimplify -name-anon-globals -called-value-propagation -inline -coro-elide -loop-unswitch input.bc -o output.bc,-0.06547968944431297
benchmark://poj104-small-v0/1_79,2233092.0 1283083.0 0.63 1766859.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26397.0 96816.0 16903.0 775662.0 5069.0 7508.0 423369.0 362350.0 8133.0 8133.0 362404.0 1266.0 5396.0 125.0 20.0,2233092.0 1283083.0 0.63 1766859.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26397.0 96816.0 16903.0 775662.0 5069.0 7508.0 423369.0 362350.0 8133.0 8133.0 362404.0 1266.0 5396.0 125.0 20.0,-simplifycfg,opt -newgvn -rewrite-statepoints-for-gc -sccp -partial-inliner -instsimplify -name-anon-globals -called-value-propagation -inline -coro-elide -loop-unswitch -simplifycfg input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_79,2233092.0 1283083.0 0.63 1766859.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26397.0 96816.0 16903.0 775662.0 5069.0 7508.0 423369.0 362350.0 8133.0 8133.0 362404.0 1266.0 5396.0 125.0 20.0,2233092.0 1283083.0 0.63 1766859.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26397.0 96816.0 16903.0 775662.0 5069.0 7508.0 423369.0 362350.0 8133.0 8133.0 362404.0 1266.0 5396.0 125.0 20.0,-slsr,opt -newgvn -rewrite-statepoints-for-gc -sccp -partial-inliner -instsimplify -name-anon-globals -called-value-propagation -inline -coro-elide -loop-unswitch -simplifycfg -slsr input.bc -o output.bc,0.0
benchmark://poj104-small-v0/2_5,2233092.0 1283083.0 0.63 1766859.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 61.0 61.0 26397.0 96816.0 16903.0 775662.0 5069.0 7508.0 423369.0 362350.0 8133.0 8133.0 362404.0 1266.0 5396.0 125.0 20.0,1897969.0 1079882.0 0.5 1724279.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 64.0 64.0 25531.0 106088.0 17844.0 748272.0 5730.0 7788.0 432203.0 353614.0 9169.0 9169.0 353668.0 1005.0 5049.0 127.0 18.0,-lowerswitch,opt -loop-reroll -loop-versioning -mergefunc -sancov -strip-debug-declare -lower-widenable-condition -slp-vectorizer -early-cse -loop-idiom -loop-distribute -functionattrs -loop-vectorize -lowerswitch input.bc -o output.bc,0.0
benchmark://poj104-small-v0/2_5,1897969.0 1079882.0 0.5 1724279.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 64.0 64.0 25531.0 106088.0 17844.0 748272.0 5730.0 7788.0 432203.0 353614.0 9169.0 9169.0 353668.0 1005.0 5049.0 127.0 18.0,1897969.0 1079882.0 0.5 1724279.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 64.0 64.0 25531.0 106088.0 17844.0 748272.0 5730.0 7788.0 432203.0 353614.0 9169.0 9169.0 353668.0 1005.0 5049.0 127.0 18.0,-mergefunc,opt -loop-reroll -loop-versioning -mergefunc -sancov -strip-debug-declare -lower-widenable-condition -slp-vectorizer -early-cse -loop-idiom -loop-distribute -functionattrs -loop-vectorize -lowerswitch -mergefunc input.bc -o output.bc,0.0
benchmark://poj104-small-v0/2_5,1897969.0 1079882.0 0.5 1724279.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 64.0 64.0 25531.0 106088.0 17844.0 748272.0 5730.0 7788.0 432203.0 353614.0 9169.0 9169.0 353668.0 1005.0 5049.0 127.0 18.0,1897969.0 1079882.0 0.5 1724279.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 64.0 64.0 25531.0 106088.0 17844.0 748272.0 5730.0 7788.0 432203.0 353614.0 9169.0 9169.0 353668.0 1005.0 5049.0 127.0 18.0,-loop-versioning,opt -loop-reroll -loop-versioning -mergefunc -sancov -strip-debug-declare -lower-widenable-condition -slp-vectorizer -early-cse -loop-idiom -loop-distribute -functionattrs -loop-vectorize -lowerswitch -mergefunc -loop-versioning input.bc -o output.bc,0.0
benchmark://poj104-small-v0/2_5,1897969.0 1079882.0 0.5 1724279.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 64.0 64.0 25531.0 106088.0 17844.0 748272.0 5730.0 7788.0 432203.0 353614.0 9169.0 9169.0 353668.0 1005.0 5049.0 127.0 18.0,1897969.0 1079882.0 0.5 1724279.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 64.0 64.0 25531.0 106088.0 17844.0 748272.0 5730.0 7788.0 432203.0 353614.0 9169.0 9169.0 353668.0 1005.0 5049.0 127.0 18.0,-globaldce,opt -loop-reroll -loop-versioning -mergefunc -sancov -strip-debug-declare -lower-widenable-condition -slp-vectorizer -early-cse -loop-idiom -loop-distribute -functionattrs -loop-vectorize -lowerswitch -mergefunc -loop-versioning -globaldce input.bc -o output.bc,0.0
