BenchmarkName, State, Action, PrevActions, Reward
benchmark://poj104-v0/28_982,1916878.0,-constprop,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa,0.03471955785325183
benchmark://poj104-v0/28_982,1651759.0,-float2int,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop,-0.05501071330809964
benchmark://poj104-v0/28_982,1827645.0,-lower-expect,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int,-0.07985315077863735
benchmark://poj104-v0/28_982,1743186.0,-alignment-from-assumptions,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int -lower-expect,-0.09704608082814788
benchmark://poj104-v0/28_982,1806293.0,-slp-vectorizer,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int -lower-expect -alignment-from-assumptions,-0.11294641791285102
benchmark://poj104-v0/28_982,1709943.0,-loop-sink,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int -lower-expect -alignment-from-assumptions -slp-vectorizer,0.0505910225865074
benchmark://poj104-v0/28_982,1912110.0,-insert-gcov-profiling,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int -lower-expect -alignment-from-assumptions -slp-vectorizer -loop-sink,-0.027494251903493055
benchmark://poj104-v0/28_982,1749674.0,-lower-matrix-intrinsics,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int -lower-expect -alignment-from-assumptions -slp-vectorizer -loop-sink -insert-gcov-profiling,0.011015912552310315
benchmark://poj104-v0/28_982,1691246.0,-lowerinvoke,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int -lower-expect -alignment-from-assumptions -slp-vectorizer -loop-sink -insert-gcov-profiling -lower-matrix-intrinsics,-0.013867612495287422
benchmark://poj104-v0/28_982,1776702.0,-constmerge,-redundant-dbg-inst-elim -reg2mem -mergeicmps -barrier -ee-instrument -libcalls-shrinkwrap -nary-reassociate -sroa -constprop -float2int -lower-expect -alignment-from-assumptions -slp-vectorizer -loop-sink -insert-gcov-profiling -lower-matrix-intrinsics -lowerinvoke,0.03507768605870749
