BenchmarkName, PrevState, State, Action, PrevActions, Reward
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-simplifycfg,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-ipsccp,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-pgo-memop-opt,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-loop-reduce,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-loop-sink,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-slsr,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-rewrite-statepoints-for-gc,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr -rewrite-statepoints-for-gc input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-loop-instsimplify,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr -rewrite-statepoints-for-gc -loop-instsimplify input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-coro-early,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr -rewrite-statepoints-for-gc -loop-instsimplify -coro-early input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-indvars,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr -rewrite-statepoints-for-gc -loop-instsimplify -coro-early -loop-versioning-licm -indvars input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-dce,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr -rewrite-statepoints-for-gc -loop-instsimplify -coro-early -loop-versioning-licm -indvars -dce input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-strip-debug-declare,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr -rewrite-statepoints-for-gc -loop-instsimplify -coro-early -loop-versioning-licm -indvars -dce -strip-debug-declare input.bc -o output.bc,0.0
benchmark://poj104-small-v0/1_17,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,2156890.0 1423214.0 0.74 1749998.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 61.0 61.0 27377.0 118442.0 22724.0 760566.0 12911.0 7605.0 441806.0 359620.0 9478.0 9478.0 359674.0 1098.0 4910.0 122.0 20.0,-coro-early,opt -globalsplit -newgvn -sccp -loop-fusion -rpo-functionattrs -dse -sink -loop-simplify -strip-nondebug -lower-expect -mergereturn -speculative-execution -coro-cleanup -inline -loop-idiom -cross-dso-cfi -dce -nary-reassociate -lowerswitch -loop-versioning -globalopt -lower-matrix-intrinsics -loop-versioning-licm -simplifycfg -ipsccp -pgo-memop-opt -loop-reduce -loop-sink -slsr -rewrite-statepoints-for-gc -loop-instsimplify -coro-early -loop-versioning-licm -indvars -dce -strip-debug-declare -coro-early input.bc -o output.bc,0.0
