BenchmarkName, State, Action, PrevActions, Reward
benchmark://poj104-v0/1_17,1876226.0 1083251.0 0.56 1754029.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0 61.0 61.0 25637.0 105951.0 22933.0 762224.0 12800.0 7159.0 446203.0 359269.0 8631.0 8631.0 359323.0 995.0 4934.0 122.0 24.0,-ee-instrument,-mldst-motion,-0.1343201208754422
benchmark://poj104-v0/1_17,1886816.0 1197472.0 0.57 1757207.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 23975.0 101535.0 16424.0 759005.0 5053.0 6898.0 427778.0 359152.0 9501.0 9501.0 359206.0 1000.0 4934.0 125.0 23.0,-elim-avail-extern,-mldst-motion -ee-instrument,-0.0017626781638130475
benchmark://poj104-v0/1_17,1984327.0 1476576.0 0.74 1753650.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 61.0 61.0 26669.0 119451.0 17169.0 778030.0 3820.0 7510.0 458161.0 366271.0 9715.0 9715.0 366379.0 945.0 4890.0 123.0 18.0,-globalopt,-mldst-motion -ee-instrument -elim-avail-extern,-0.056390267163892345
benchmark://poj104-v0/1_17,1839325.0 1258313.0 0.6 1752511.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 27189.0 99144.0 23298.0 764236.0 13075.0 7402.0 448172.0 359802.0 9540.0 9540.0 359856.0 1006.0 5044.0 124.0 21.0,-lowerinvoke,-mldst-motion -ee-instrument -elim-avail-extern -globalopt,-0.00786126786161912
benchmark://poj104-v0/1_17,1832619.0 1237793.0 0.55 1753080.0 0.0 0.0 0.0 0.61 0.0 0.0 0.0 61.0 61.0 25845.0 97875.0 16118.0 765258.0 4655.0 7387.0 444405.0 359456.0 9456.0 9456.0 359510.0 964.0 4942.0 128.0 29.0,-loop-reroll,-mldst-motion -ee-instrument -elim-avail-extern -globalopt -lowerinvoke,0.07193025499758111
benchmark://poj104-v0/1_17,1728123.0 1109211.0 0.56 1758419.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 28697.0 119439.0 23526.0 762713.0 13550.0 7454.0 450371.0 359820.0 9538.0 9538.0 359874.0 1043.0 5208.0 126.0 22.0,-add-discriminators,-mldst-motion -ee-instrument -elim-avail-extern -globalopt -lowerinvoke -loop-reroll,-0.02849290484784394
benchmark://poj104-v0/1_17,1765486.0 1417655.0 0.71 1751526.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0 61.0 61.0 25630.0 95895.0 23491.0 765404.0 13173.0 7735.0 450829.0 358915.0 9383.0 9383.0 358969.0 969.0 5110.0 122.0 25.0,-coro-cleanup,-inject-tli-mappings -inferattrs -sccp -tailcallelim -aggressive-instcombine -loop-simplify -instnamer,0.00618959753778555
benchmark://poj104-v0/1_17,1880727.0 1140742.0 0.56 1763731.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0 61.0 61.0 26944.0 102100.0 16936.0 768180.0 5456.0 8006.0 450788.0 359320.0 9419.0 9419.0 359374.0 959.0 4988.0 127.0 21.0,-irce,-inject-tli-mappings -inferattrs -sccp -tailcallelim -aggressive-instcombine -loop-simplify -instnamer -coro-cleanup,-0.025744042312791284
benchmark://poj104-v0/1_17,1899806.0 1153212.0 0.57 1753577.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 61.0 61.0 26697.0 103719.0 17287.0 772978.0 3923.0 7361.0 454682.0 359859.0 9412.0 9412.0 359913.0 983.0 5006.0 125.0 26.0,-coro-split,-inject-tli-mappings -inferattrs -sccp -tailcallelim -aggressive-instcombine -loop-simplify -instnamer -coro-cleanup -irce,-0.11662521640972474
benchmark://poj104-v0/1_17,1866525.0 1148401.0 0.56 1749347.0 0.0 0.0 0.0 0.53 0.0 0.0 0.0 61.0 61.0 27202.0 117952.0 23524.0 767187.0 13050.0 7331.0 451763.0 358960.0 8730.0 8730.0 359014.0 1118.0 4998.0 123.0 20.0,-newgvn,-inject-tli-mappings -inferattrs -sccp -tailcallelim -aggressive-instcombine -loop-simplify -instnamer -coro-cleanup -irce -coro-split,-0.07083337103151266
benchmark://poj104-v0/1_17,1990722.0 1119932.0 0.6 1748018.0 0.0 0.0 0.0 0.58 0.0 0.0 0.0 61.0 61.0 26720.0 118627.0 23297.0 761116.0 12889.0 7581.0 443221.0 359424.0 9031.0 9031.0 359478.0 1133.0 4921.0 121.0 27.0,-loop-rotate,-inject-tli-mappings -inferattrs -sccp -tailcallelim -aggressive-instcombine -loop-simplify -instnamer -coro-cleanup -irce -coro-split -newgvn,-0.059512740831492335
benchmark://poj104-v0/1_17,2168999.0 1337824.0 0.65 1756246.0 0.0 0.0 0.0 0.66 0.0 0.0 0.0 61.0 61.0 26360.0 101998.0 17008.0 765020.0 5272.0 7417.0 451222.0 358446.0 8763.0 8763.0 358500.0 1150.0 5132.0 122.0 19.0,-loweratomic,-inject-tli-mappings -inferattrs -sccp -tailcallelim -aggressive-instcombine -loop-simplify -instnamer -coro-cleanup -irce -coro-split -newgvn -loop-rotate,-0.05950635431640605
