BenchmarkName, State, Action, PrevActions, Reward
benchmark://poj104-v0/28_982,1414123.0 1559546.0 0.83 1607710.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 62.0 62.0 28978.0 123168.0 17458.0 690558.0 5732.0 7223.0 426641.0 327951.0 8463.0 8463.0 328005.0 1029.0 5044.0 118.0 13.0,-licm,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim,-0.0017562384607045945
benchmark://poj104-v0/28_982,1873342.0 1229633.0 0.56 1636593.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 26310.0 99350.0 16427.0 692587.0 3652.0 7350.0 422558.0 330038.0 7729.0 7729.0 330092.0 924.0 5050.0 115.0 18.0,-tailcallelim,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm,0.02349585517399207
benchmark://poj104-v0/28_982,1749629.0 1022510.0 0.52 1620229.0 0.0 0.0 0.0 0.56 0.0 0.0 0.0 62.0 62.0 26991.0 116766.0 17683.0 695410.0 6231.0 7749.0 436228.0 328708.0 8950.0 8950.0 328762.0 1005.0 4967.0 117.0 16.0,-licm,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim,-0.045576166088996894
benchmark://poj104-v0/28_982,1743849.0 1089621.0 0.52 1618324.0 0.0 0.0 0.0 0.65 0.0 0.0 0.0 62.0 62.0 23077.0 107966.0 16745.0 691051.0 5178.0 7824.0 426868.0 327833.0 8858.0 8858.0 327887.0 1005.0 4853.0 114.0 23.0,-elim-avail-extern,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim -licm,-0.05457186955656413
benchmark://poj104-v0/28_982,1812507.0 1222682.0 0.54 1609505.0 0.0 0.0 0.0 0.54 0.0 0.0 0.0 62.0 62.0 26846.0 122325.0 17441.0 692579.0 5843.0 7528.0 426733.0 338679.0 9139.0 9139.0 338787.0 4751.0 9070.0 120.0 20.0,-lower-matrix-intrinsics,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim -licm -elim-avail-extern,-0.15799034011490687
benchmark://poj104-v0/28_982,2097073.0 1325403.0 0.63 1605445.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0 62.0 62.0 28919.0 121839.0 24336.0 696881.0 13707.0 7604.0 438996.0 328178.0 8944.0 8944.0 328232.0 976.0 4789.0 117.0 14.0,-instcombine,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim -licm -elim-avail-extern -lower-matrix-intrinsics,-0.10786527551779496
benchmark://poj104-v0/28_982,1959281.0 1162302.0 0.59 1619596.0 0.0 0.0 0.0 0.53 0.0 0.0 0.0 62.0 62.0 26613.0 99571.0 17581.0 693540.0 5280.0 7210.0 427385.0 328323.0 8858.0 8858.0 328377.0 1013.0 4889.0 116.0 15.0,-scalarizer,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim -licm -elim-avail-extern -lower-matrix-intrinsics -instcombine,0.0524342141865295
benchmark://poj104-v0/28_982,1727107.0 1174512.0 0.52 1604179.0 0.0 0.0 0.0 0.53 0.0 0.0 0.0 62.0 62.0 26791.0 120420.0 24105.0 695983.0 13699.0 7783.0 441480.0 328669.0 8845.0 8845.0 328723.0 1040.0 5011.0 118.0 15.0,-strip,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim -licm -elim-avail-extern -lower-matrix-intrinsics -instcombine -scalarizer,0.022392327153614656
benchmark://poj104-v0/28_982,1770134.0 1114801.0 0.53 1610243.0 0.0 0.0 0.0 0.52 0.0 0.0 0.0 62.0 62.0 27781.0 98950.0 17570.0 694314.0 5772.0 7644.0 429504.0 328730.0 7382.0 7382.0 328784.0 1005.0 4949.0 117.0 19.0,-loop-versioning-licm,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim -licm -elim-avail-extern -lower-matrix-intrinsics -instcombine -scalarizer -strip,-0.07802126643032202
benchmark://poj104-v0/28_982,1936973.0 1223613.0 0.58 1609048.0 0.0 0.0 0.0 0.68 0.0 0.0 0.0 62.0 62.0 26898.0 97965.0 20062.0 695922.0 7495.0 7536.0 425379.0 328632.0 8991.0 8991.0 328686.0 1098.0 4983.0 118.0 17.0,-inferattrs,-inferattrs -newgvn -gvn -sancov -lower-matrix-intrinsics -coro-elide -mldst-motion -barrier -guard-widening -reassociate -constmerge -lower-guard-intrinsic -strip-debug-declare -loop-unroll -globaldce -name-anon-globals -lower-widenable-condition -mem2reg -early-cse -lower-expect -speculative-execution -callsite-splitting -mergeicmps -coro-early -tailcallelim -licm -tailcallelim -licm -elim-avail-extern -lower-matrix-intrinsics -instcombine -scalarizer -strip -loop-versioning-licm,-0.3091553250102237
